"","SAMD00115014","SAMD00114972","SAMD00115021","SAMD00114969","SAMD00115020","SAMD00115029","SAMD00115026","SAMD00115028","SAMD00115030","SAMD00115031","SAMD00115034","SAMD00115035","SAMD00115000","SAMD00114737","SAMD00114738","SAMD00114739","SAMD00114744","SAMD00114746","SAMD00114748","SAMD00114740","SAMD00114742","SAMD00114743","SAMD00114759","SAMD00114760","SAMD00114761","SAMD00114762","SAMD00114763","SAMD00114764","SAMD00114755","SAMD00114765","SAMD00114978","SAMD00114766","SAMD00114767","SAMD00114768","SAMD00114772","SAMD00114722","SAMD00114723","SAMD00114724","SAMD00114793","SAMD00114794","SAMD00114797","SAMD00114799","SAMD00114753","SAMD00114754","SAMD00114749","SAMD00114750","SAMD00114782","SAMD00114774","SAMD00114775","SAMD00114776","SAMD00114777","SAMD00114731","SAMD00114732","SAMD00114733","SAMD00114726","SAMD00114727","SAMD00114728","SAMD00114729","SAMD00114788","SAMD00114790","SAMD00114786","SAMD00115006","SAMD00115007","SAMD00115011","SAMD00115013","SAMD00115010","SAMD00114816","SAMD00114804","SAMD00114805","SAMD00114806","SAMD00114808","SAMD00114810","SAMD00114811","SAMD00114813","SAMD00114814","SAMD00114826","SAMD00114822","SAMD00114823","SAMD00114857","SAMD00114825","SAMD00114817","SAMD00114835","SAMD00114836","SAMD00114803","SAMD00114841","SAMD00114844","SAMD00114846","SAMD00114848","SAMD00114849","SAMD00114863","SAMD00114852","SAMD00114868","SAMD00114839","SAMD00114840","SAMD00114856","SAMD00114870","SAMD00114871","SAMD00114927","SAMD00114891","SAMD00114939","SAMD00114892","SAMD00114893","SAMD00114875","SAMD00114931","SAMD00114894","SAMD00114933","SAMD00114941","SAMD00114896","SAMD00114897","SAMD00114877","SAMD00114878","SAMD00114934","SAMD00114935","SAMD00114943","SAMD00114944","SAMD00114909","SAMD00114919","SAMD00114920","SAMD00114949","SAMD00114910","SAMD00114911","SAMD00114921","SAMD00114922","SAMD00114951","SAMD00114912","SAMD00114952","SAMD00114924","SAMD00114954","SAMD00114914","SAMD00114946","SAMD00114925","SAMD00114956","SAMD00114915","SAMD00114916","SAMD00114917","SAMD00114948","SAMD00114957","SAMD00114958","SAMD00114879","SAMD00114960","SAMD00114883","SAMD00114884","SAMD00114902","SAMD00114903","SAMD00114964","SAMD00114905","SAMD00114965","SAMD00114907","SAMD00114966","SAMD00114886","SAMD00164694","SAMD00164695","SAMD00164721","SAMD00164745","SAMD00154993","SAMD00164767","SAMD00164769","SAMD00154994","SAMD00164771","SAMD00154995","SAMD00164776","SAMD00164778","SAMD00164779","SAMD00164780","SAMD00164812","SAMD00164817","SAMD00164818","SAMD00164820","SAMD00164821","SAMD00164822","SAMD00164826","SAMD00164829","SAMD00164830","SAMD00164831","SAMD00164832","SAMD00164834","SAMD00164836","SAMD00164838","SAMD00164839","SAMD00164841","SAMD00164842","SAMD00164843","SAMD00164844","SAMD00164845","SAMD00164846","SAMD00164847","SAMD00164850","SAMD00164851","SAMD00164852","SAMD00164854","SAMD00164858","SAMD00164859","SAMD00164860","SAMD00164861","SAMD00164863","SAMD00164864","SAMD00164866","SAMD00164867","SAMD00164868","SAMD00164869","SAMD00164871","SAMD00164880","SAMD00164883","SAMD00164884","SAMD00164885","SAMD00164889","SAMD00164903","SAMD00164905","SAMD00164907","SAMD00164910","SAMD00164912","SAMD00164913","SAMD00164919","SAMD00164928","SAMD00164932","SAMD00164937","SAMD00164940","SAMD00164944","SAMD00164946","SAMD00164968","SAMD00164970","SAMD00164971","SAMD00164974","SAMD00164975","SAMD00164976","SAMD00164977","SAMD00164978","SAMD00164979","SAMD00164980","SAMD00164981","SAMD00164982","SAMD00164984","SAMD00164985","SAMD00164987","SAMD00164988","SAMD00164989","SAMD00164990","SAMD00164991","SAMD00164992","SAMD00164993","SAMD00164994","SAMD00164995","SAMD00164997","SAMD00164998","SAMD00165000","SAMD00165002","SAMD00165003","SAMD00165005","SAMD00165006","SAMD00165007","SAMD00165009","SAMD00165011","SAMD00165012","SAMD00165014","SAMD00165016","SAMD00165017","SAMD00165018","SAMD00165019"
"Dialister sp. CAG:357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34128,0,1.8265,0,0,0,0,0,0,0,0.59433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24086,0,0,0,0,0,0,0,0,0,5.93774,0,0,0,0
"Clostridium sp. chh4-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pyramidobacter sp. C12-8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium sp. 7_2_43FAA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citrobacter amalonaticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Catenibacterium mitsuokai",0,0,0.18529,0,0,0,0,1.32944,0,0,0.09203,0,0,0,0,0,0.06264,0,0.03518,0,0,0,0,0,0,0,0,0.2194,0,0,0,0,0,0,0,0,0,0,0.20584,0,0,0,0,0,0,0,0,0,0,0,0.05827,0,0,0,0,0,0,0,0,0,0,0.23265,0,0.04007,0,0.36181,0,0,0,0,0,0,0,0,0,0,0,0.5629,0,0,0.02537,0,0,0.00283,0,0,0,0.01381,0.27783,0.11563,0.04756,0.06539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19074,0,0,0,0,0,0,0,0,0,0.02442,0,0,0,0.9364,0,0,0,0.02716,0,0,0,0,0,0,0,0.06464,0,0,0,0,0,0,0,0.05173,0,0,0,0,0.45414,0,0,0,0,0,0,0,0,0,0.23575,0,0,0,0,0,0,0,0,0.6131,0,0.19861,0,0,0.02734,0,0,0,0,0,0,0,0,0.09525,0.01685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09846,0,0,0,0,0,0.25576,0,0,0,0,0,0.06777,0,0,0,0,0,0,0,0.0171,0,0,0,0.50284,0,0.10233,0,0,0,0
"Rothia aeria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01166,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus sp. HMSC071D03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium breve",0,0,0,0,0,0,0.01034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03642,0,0,0,0.00511,0.10661,0,0.06,0,0,0,0,0,0,0.00427,0,0,0,0,0,0,0.03414,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02239,0,0.15967,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10112,0,0,7.66475,0,0,0,0,0,0.01835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39948,0,0,0,0,0,0.13878,0,0,0,0,0,0,0,0,0,0.32043,0,0,0,0,0,0,0,0,0.35148,0,0,0,0,0,0,0,0,0,0,0,0.00191,0,0.00472,0,0.00045,0,0,0.13455,0,0,0,0,0,0,0,0,0.04893,0,0,0,0,0,0,0,0,7.26545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26237,0,0,0.02627,0,0,0,0,0.00686,0,0,0,0,0,0,0,0.19365,0,0,0,0,0,0,0,0,0,0,0,0,0.34199,0,0,0.00091,0,0,0,0,0,0.0515,0,0,0,0,0,0,0,0,0.01128,0,0,0,0,0,0.00245,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus sp. HMSC067H01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parabacteroides gordonii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1136,0,0,0,0,0,0,0,0,0,0,0.00146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03124,0,0,0,0.00773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01823,0,0,0,0,0,0,0,0,0,0,0,0.20017,0,0,0,0,0,0.0497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01522,0,0,0.08037,0,0,0,0.01516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038,0,0,0,0,0,0
"Granulicatella adiacens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00324,0,0,0,0,0,0.0325,0.00198,0,0,0,0,0,0.00555,0,0,0,0,0,0,0,0,0,0,0,0.01482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00566,0.0073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00498,0,0,0,0,0,0,0.00118,0,0.00333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00755,0,0,0,0,0,0,0,0,0,0,0,0,0.00174,0,0.00397,0,0,0,0.00175,0,0,0,0,0,0,0,0.00814,0,0,0,0,0,0.00424,0,0,0,0,0,0,0,0,0.00091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruminococcus sp. CAG:403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Terrisporobacter othiniensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruminococcus sp. CAG:579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides oleiciplenus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05409,0,0,0,0,0,0.2149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus faecium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19677,0,0,0,0,0,0,0,0.08896,0,0,0,0,0,0,0,0,0,0,0.0404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00197,0,0,0,0,0
"Veillonella denticariosi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Christensenella minuta",0,0,0,0,0,0,0,0,0,0,0.00054,0.01521,0,0,0,0,0,0,0,0,0,0,0,0,8e-04,0,0.01,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0.02886,0,0,0.00129,0,0,0,0,0.00266,0,0,0,0,0,0,0,0,0,0,0,0.01581,0,0,0.07724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00313,0,0,0.00266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00772,0,0,0,0,0,0,0,0,0,0,0,0,0.02178,0,0,0,0.03849,0.06167,0,0,0,0,0,0,0,0.00482,0.00015,0.01256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00279,0,0,0.0032,0,0,0,0,0,0,0,0,0,0,0,0,0.14822,0,0,0,0,0,0.00034,0,0,0.01192,0,0
"Oscillibacter sp. PC13",0,0.00215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella intermedia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32906,0,0.21281,0,0,0,0,0,0,0,1.49156,0,0,0.53982,0,0,0,0,0.02671,0,0,0,0,0,0,0,0,0,0,0,0,2.33289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53933,0,0,0,0,0,0,0,0,0,0,0,0.09334,0,0,0,0,0,0,0,0.48766,0,0,0,0,0,0,0,0,5.25296,0,0,10.63488,0,0,0,0,0,0,0.11215,0,0,0,0,0,0,0,0,0,0,0,0,0.01721,0,0,0,0,0,0,0,0.0809,0,0.2627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.86077,0,0,0,0,0,0,0,0,0,0,0
